scenario,variant,m,n,scheme,baseline_outcome,baseline_total_happiness,baseline_mean_happiness,total_coalitions,max_coalition_size_changes_winner,fraction_coalitions_change_winner,avg_coalition_gain,total_responses,fraction_manip_with_response,avg_sequence_length,fraction_sequences_restore,total_options_under_uncertainty,avg_expected_gain,fraction_robust_options,avg_regret,total_multi_voter_scenarios,fraction_all_benefit,fraction_some_hurt,avg_happiness_change,nash_equilibria_count,time_seconds,note
sv_poll_7_medium.abif,atva3,7,14,vote_for_two,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.031560208999962924,
sv_poll_7_medium.abif,atva4,7,14,vote_for_two,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,373100,1.3401232913428035e-05,0.3055990351112302,-2.4750415438220315,0,7.9532288749999225,
sv_poll_7_medium.abif,atva1,7,14,anti_plurality,4,49.0,3.5,65925,3,1.0,3.4235267349260523,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.843658125000047,
sv_poll_7_medium.abif,atva2,7,14,anti_plurality,4,49.0,3.5,0,0,0.0,0.0,2723,0.9166666666666666,4.666666666666667,0.31547619047619047,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7640324999999848,
sv_poll_7_medium.abif,atva3,7,14,anti_plurality,4,49.0,3.5,0,0,0.0,0.0,0,0.0,0.0,0.0,33,1.3333333333333335,0.48484848484848486,0.393939393939394,0,0.0,0.0,0.0,0,0.03200462500012691,
sv_poll_7_medium.abif,atva4,7,14,anti_plurality,4,49.0,3.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,373100,0.03140712945590994,0.5195497185741088,-2.088220316269097,0,7.887842082999896,
sv_poll_7_medium.abif,atva1,7,14,borda,2,58.0,4.142857142857143,13216,3,1.0,2.236077481840194,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.461611208000022,
sv_poll_7_medium.abif,atva2,7,14,borda,2,58.0,4.142857142857143,0,0,0.0,0.0,706,0.5595238095238095,3.238095238095238,0.8809523809523809,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8844299999998384,
sv_poll_7_medium.abif,atva3,7,14,borda,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,2,0.7,0.0,0.7,0,0.0,0.0,0.0,0,0.031341792000148416,
sv_poll_7_medium.abif,atva4,7,14,borda,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,373100,0.00035915304207987135,0.49644063253819354,-4.2010908603591535,0,7.900333833000104,
sv_poll_9_medium.abif,atva1,7,13,plurality,6,41.0,3.1538461538461537,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.20315333300004568,
sv_poll_9_medium.abif,atva2,7,13,plurality,6,41.0,3.1538461538461537,0,0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.1373054170001069,
sv_poll_9_medium.abif,atva3,7,13,plurality,6,41.0,3.1538461538461537,0,0,0.0,0.0,0,0.0,0.0,0.0,5,0.19999999999999973,0.0,0.3999999999999999,0,0.0,0.0,0.0,0,0.011945083000000523,
sv_poll_9_medium.abif,atva4,7,13,plurality,6,41.0,3.1538461538461537,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8424,0.0,0.0,0.0,0,0.16799458300010883,
sv_poll_9_medium.abif,atva1,7,13,vote_for_two,3,49.0,3.769230769230769,13886,3,1.0,2.594483652599741,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.873966250000194,
sv_poll_9_medium.abif,atva2,7,13,vote_for_two,3,49.0,3.769230769230769,0,0,0.0,0.0,366,0.48717948717948717,2.269230769230769,0.7051282051282052,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9283852089999982,
sv_poll_9_medium.abif,atva3,7,13,vote_for_two,3,49.0,3.769230769230769,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0281152090001342,
sv_poll_9_medium.abif,atva4,7,13,vote_for_two,3,49.0,3.769230769230769,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,293800,0.0001259360108917631,0.5122430224642615,-2.8254935330156568,0,6.0514892500000315,
sv_poll_9_medium.abif,atva1,7,13,anti_plurality,3,49.0,3.769230769230769,24536,3,1.0,2.7858656667753503,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.900434791999942,
sv_poll_9_medium.abif,atva2,7,13,anti_plurality,3,49.0,3.769230769230769,0,0,0.0,0.0,2061,0.9038461538461539,4.615384615384615,0.4423076923076923,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6098470829999769,
sv_poll_9_medium.abif,atva3,7,13,anti_plurality,3,49.0,3.769230769230769,0,0,0.0,0.0,0,0.0,0.0,0.0,21,1.038095238095238,0.6666666666666666,0.25714285714285723,0,0.0,0.0,0.0,0,0.028029833000118742,
sv_poll_9_medium.abif,atva4,7,13,anti_plurality,3,49.0,3.769230769230769,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,293800,0.012773995915588835,0.5827978216473791,-7.688301565690947,0,5.974500958999897,
sv_poll_9_medium.abif,atva1,7,13,borda,3,49.0,3.769230769230769,23828,3,1.0,2.5445694141346316,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.065622707999864,
sv_poll_9_medium.abif,atva2,7,13,borda,3,49.0,3.769230769230769,0,0,0.0,0.0,1132,0.7371794871794872,3.9358974358974357,0.5961538461538461,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7421268329999293,
sv_poll_9_medium.abif,atva3,7,13,borda,3,49.0,3.769230769230769,0,0,0.0,0.0,0,0.0,0.0,0.0,10,0.6599999999999999,0.2,0.46000000000000013,0,0.0,0.0,0.0,0,0.02826666600003591,
sv_poll_9_medium.abif,atva4,7,13,borda,3,49.0,3.769230769230769,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,293800,0.003430905377808033,0.6511300204220558,-4.037702518720218,0,5.992525625000098,
